draft_id,semester,subject_id,subject_code,subject_name,module_code,marks,category,type,difficulty,question_text,question_paper_year,exam_session,paper_set,paper_code,paper_pattern,source,source_file,part,original_question_no,keywords,verified,mapping_confidence,year_confidence,notes,source_review_note
sem3_qp_0057,sem3,interpretation_statute,LCC 0703,Interpretation of Statute,06,10,Long Question,analytical,medium,What is meant by remedial statutes? Explain rules used in interpreting remedial statutes.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q5,remedial statutes,false,medium,high,OCR extracted from scanned paper; review wording,
sem3_qp_0058,sem3,interpretation_statute,LCC 0703,Interpretation of Statute,07,10,Long Question,analytical,medium,What are different types of repeal? Explain the legal effect of a repealed statute.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q6,repeal,false,medium,high,OCR extracted from scanned paper; review wording,
sem3_qp_0059,sem3,interpretation_statute,LCC 0703,Interpretation of Statute,05,10,Long Question,analytical,medium,What are various modes of interpretation of the Constitution? Which mode is most suitable in Indian context?,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q7,constitutional interpretation,false,medium,high,OCR extracted from scanned paper; review wording,
sem3_qp_0060,sem3,interpretation_statute,LCC 0703,Interpretation of Statute,01,10,Long Question,analytical,medium,Summarise the provisions of the General Clauses Act and its relevance in interpretation.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q8,General Clauses Act,false,medium,high,OCR extracted from scanned paper; review wording,
sem3_qp_0061,sem3,interpretation_statute,LCC 0703,Interpretation of Statute,01,5,Short Note,short_note,easy,Difference between interpretation and construction.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q9,"interpretation, construction",false,medium,high,OCR extracted from scanned paper; review wording,
sem3_qp_0062,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,01,15,Long Question,analytical,hard,Discuss the development of legal profession in India before independence.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q1,history of legal profession,false,medium,high,OCR extracted; review wording,
sem3_qp_0063,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,01,15,Long Question,analytical,hard,Explain the history of the legal profession before the independence period.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q2,history of legal profession,false,medium,high,OCR extracted; review wording,
sem3_qp_0064,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,15,Long Question,analytical,hard,"General defences available in civil and criminal contempt of court under the Contempt of Courts Act, 1971.",2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q3,contempt defences,false,medium,high,OCR extracted; review wording,
sem3_qp_0065,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,06,15,Long Question,analytical,hard,"Define professional misconduct. Explain the provisions relating to professional misconduct under the Advocates Act, 1961.",2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q4,professional misconduct,false,medium,high,OCR extracted; review wording,
sem3_qp_0066,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,15,Long Question,analytical,hard,Define the term contempt of court. Explain freedom of speech and contempt of court.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q5,"contempt, freedom of speech",false,medium,high,OCR extracted; review wording,
sem3_qp_0067,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,10,Long Question,analytical,medium,Discuss the provisions relating to norms of professional ethics and duties of advocates.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q6,"professional ethics, duties",false,medium,high,OCR extracted; review wording,
sem3_qp_0068,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,10,Long Question,analytical,medium,Truth cannot be pleaded as a defence in contempt proceedings. Discuss in light of relevant law.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q7,"truth, contempt",false,medium,high,OCR extracted; review wording,
sem3_qp_0069,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,10,Long Question,analytical,medium,Discuss the duties of an advocate towards the court under the rules of the Bar Council of India.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q8,duties towards court,false,medium,high,OCR extracted; review wording,
sem3_qp_0070,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,06,10,Long Question,analytical,medium,"Write a case comment on Ex-Capt. Harish Uppal v. Union of India, AIR 2003 SC 739.",2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q9,"case comment, advocates strike",false,medium,high,OCR extracted; review wording,
sem3_qp_0071,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,10,Long Question,analytical,medium,Write a case comment on High Court of Judicature at Bombay v. Manisha Koirala or related contempt decision.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q10,"case comment, contempt",false,medium,high,OCR extracted; review wording,
sem3_qp_0072,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,05,5,Short Note,short_note,easy,Right of pre-audience.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q11,pre-audience,false,medium,high,OCR extracted; review wording,
sem3_qp_0073,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,04,5,Short Note,short_note,easy,Disqualification for enrolment.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q12,"enrolment, disqualification",false,medium,high,OCR extracted; review wording,
sem3_qp_0074,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,06,5,Short Note,short_note,easy,Disciplinary powers of Bar Council of India.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q13,disciplinary powers,false,medium,high,OCR extracted; review wording,
sem3_qp_0075,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,5,Short Note,short_note,easy,Rules as to Vakalatnama.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q14,vakalatnama,false,medium,high,OCR extracted; review wording,
sem3_qp_0076,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,05,5,Short Note,short_note,easy,Senior and other advocates.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q15,senior advocates,false,medium,high,OCR extracted; review wording,
sem3_qp_0077,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,08,5,Short Note,short_note,easy,E-courts in India.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B/C,Q16,e-courts,false,medium,high,OCR extracted; review wording,
sem3_qp_0078,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,15,Long Question,analytical,hard,Explain the meaning and nature of contempt of court. Discuss in detail the kinds of contempt.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q1,contempt of court,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0079,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,05,15,Long Question,analytical,hard,"Explain the right of advocates to practice under the Advocates Act, 1961.",2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q2,right to practice,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0080,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,03,15,Long Question,analytical,hard,"Explain the composition, powers and functions of State Bar Councils.",2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q3,State Bar Council,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0081,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,01,15,Long Question,analytical,hard,What do you mean by legal profession? Trace the development of legal profession in India.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q4,legal profession history,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0082,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,15,Long Question,analytical,hard,"Analyze the case of In Re Arundhati Roy, AIR 2002 SC 1375.",2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q5,In Re Arundhati Roy,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0083,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,10,Long Question,analytical,medium,Explain the concept of professional ethics. Discuss the duties of advocate towards clients.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q6,"professional ethics, clients",false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0084,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,06,10,Long Question,analytical,medium,Write a note on punishments of advocates for professional or other misconduct.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q7,"punishment, misconduct",false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0085,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,10,Long Question,analytical,medium,Explain the meaning of contempt of court. Discuss the defences for criminal contempt.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q8,criminal contempt defences,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0086,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,10,Long Question,analytical,medium,Discuss the skills essential for a lawyer to have a good practice and profession.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q9,lawyer skills,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0087,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,04,5,Short Note,short_note,easy,Alteration in roll of advocates.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q10,roll of advocates,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0088,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,06,5,Short Note,short_note,easy,Advocates right to strike.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q11,strike,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0089,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,5,Short Note,short_note,easy,Freedom of speech and contempt of court.,2023/2024,Nov-2023 / Apr-2024,Older Professional Ethics paper dump,,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q12,freedom of speech,false,medium,needs_review,,Mixed older paper source; confirm exact paper year from PDF scan before JSON.
sem3_qp_0090,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,04,15,Long Question,analytical,hard,"Discuss the law relating to enrolment of advocates under the Advocates Act, 1961.",2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q13,enrolment,false,medium,medium,,
sem3_qp_0091,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,15,Long Question,analytical,hard,Define the concept of contempt of court. Explain the procedure for initiating contempt proceedings.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q14,contempt proceedings,false,medium,medium,,
sem3_qp_0092,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,10,Long Question,analytical,medium,John D’Souza v. Edward Ani case comment.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q15,case comment,false,medium,medium,,
sem3_qp_0093,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,10,Long Question,analytical,medium,"P. N. Duda v. V. P. Shiv Shankar, AIR 1988 SC 1202 case comment.",2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q16,case comment,false,medium,medium,,
sem3_qp_0094,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,5,Short Note,short_note,easy,Advertisement by advocates.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q17,advertisement,false,medium,medium,,
sem3_qp_0095,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,02,5,Short Note,short_note,easy,Dress code for advocates.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q18,dress code,false,medium,medium,,
sem3_qp_0096,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,5,Short Note,short_note,easy,Remedies for contempt of court.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q19,contempt remedies,false,medium,medium,,
sem3_qp_0097,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,07,5,Short Note,short_note,easy,Punishment for contempt of court.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q20,punishment contempt,false,medium,medium,,
sem3_qp_0098,sem3,prof_ethics_contempt,LAEC 0704,Professional Ethics and Contempt of Court Law,04,5,Short Note,short_note,easy,Appeal to Bar Council of India.,2022,Nov-2022,SPPU Nov 2022,PA-4327 / [5933]-704,2017 Pattern,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,Professional Ethics | 704_Professioinal_Ethics_and_Contempt_of_Court_Law.pdf / Professional Ethics | 704_Professional_Ethics_and_Contempt_of_Court_Law_Q.P..pdf,A/B/C,Q21,appeal BCI,false,medium,medium,,
sem3_qp_0099,sem3,investment_securities,LDSE 0705,Investment and Securities Law,02,15,Long Question,analytical,hard,Explain the concept of Securities Market.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q1,securities market,false,medium,high,OCR extracted; review wording,
sem3_qp_0100,sem3,investment_securities,LDSE 0705,Investment and Securities Law,03,15,Long Question,analytical,hard,What is the role of SEBI in securities market? Discuss the powers and functions of SEBI.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q2,"SEBI, powers, functions",false,medium,high,OCR extracted; review wording,
sem3_qp_0101,sem3,investment_securities,LDSE 0705,Investment and Securities Law,02,10,Long Question,analytical,medium,Write a detailed note on ownership instruments.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q3,ownership instruments,false,medium,high,OCR extracted; review wording,
sem3_qp_0102,sem3,investment_securities,LDSE 0705,Investment and Securities Law,04,10,Long Question,analytical,medium,Explain the procedure for a stock exchange to be a recognized stock exchange.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q4,stock exchange recognition,false,medium,high,OCR extracted; review wording,
sem3_qp_0103,sem3,investment_securities,LDSE 0705,Investment and Securities Law,05,10,Long Question,analytical,medium,Discuss insider trading with the help of laws relating to investment and securities.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q5,insider trading,false,medium,high,OCR extracted; review wording,
